Akash Deep,https://www.espncricinfo.com/cricketers/akash-deep-1176959,"Akash Deep's is the ideal story of how years of toil gets you a dream Test debut where Rahul Dravid hands you the cap, and in the first hour of the game, you run through the opposition's top order.
Hailing from Sasaram in Bihar, Akash was initially dissuaded to play cricket by his father, but he left for Durgapur, West Bengal, in 2010 with the pretext of finding a job and found support from his uncle to join a local cricket academy. Soon, he started gaining prominence for his pace, but Akash was struck by family tragedies, when he lost his father and older brother within the space of two months. That forced him to leave the game for three years.
Akash, however, didn't give up and moved to Kolkata where he started with the United Club in CAB's Second Division League. He also met Mohammed Shami in the city and after working on his fitness he progressed from the mid-130s to bowling long spells with more pace. In 2019, he made it to the Bengal Under-23 side and the same year gave him his senior debut for Bengal in all three formats. In just his second first-class game, Akash bagged a six-for, against Gujarat, on his way to 35 wickets in the season at an average of 18.02 in Bengal's run to the Ranji final.
He continued to pick wickets with the white ball as well, which got him his maiden IPL deal with RCB in 2021. The year 2023 turned out to be a big year for him. He started the year with a 10-for against Haryana in a Ranji game and grabbed a five-for in the semi-final against Madhya Pradesh to be named the Player of the Match. Bengal went down in the final again, but Akash had risen through India's premier first-class competition to bag 41 wickets, this time the most for his team. He soon featured in the Duleep Trophy, flew to South Africa for an A tour, was India A's top wicket-taker in early 2024 against England Lions and made a memorable Test debut against England in Ranchi with a fiery opening spell.Vishal Dikshit"
Arshdeep Singh,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,"Arshdeep Singh player profile
Arshdeep is one of only three Indian bowlers, after Jhulan Goswami and Ajit Agarkar, to start his T20I career with a maiden over. A death-overs specialist known for his accurate yorkers and 140kph-plus deliveries, he made his international debut in England in 2022.
That debut, though, was several years in the making. Arshdeep was part of the 2018 title-winning Under-19 World Cup squad, and his three wickets in two matches at an economy of 2 were the beginning of a golden year for him. He made his List A debut for Punjab, got picked up by Punjab Kings in the IPL auction, and took an eight-for in an U-23 match against Rajasthan.
He had two quiet IPL seasons - he picked up three wickets in three games in 2019, and nine in eight in 2020 - but PBKS backed him. He repaid their faith by taking 18 in the 2021 season, when he was the side's second highest wicket-taker, and 17 in 2023, the most for the franchise that year.
After his T20I debut in England, Arshdeep took seven wickets in in five games against West Indies, a performance that got him into the 2022 T20 Asia Cup, where he was the only bowler other than Bhuvneshwar Kumar to pick up more than four wickets. He did even better at the T20 World Cup later that year, where he was India's top wicket-taker. In his first game, in front of 90,000 spectators at the MCG, Arshdeep produced a spell for the ages, removing Babar Azam with an inswinger with his first ball and sending back Mohammad Rizwan with a searing bouncer to leave Pakistan at 15 for 2.
In ODIs, he went wicketless in his first series, against New Zealand in 2022, but picked up his first international five-for against South Africa in 2023, starring in India's series win with ten wickets at a remarkable economy of 3.51.
Arshdeep Singh IPL factfile
- A member of the India team that won the Under-19 World Cup in 2018, Arshdeep Singh was bought by Punjab Kings (PBKS, then Kings XI Punjab) for his base price of INR 20 lakh ahead of IPL 2019.
- After just three appearances in his debut season, Arshdeep played eight games and picked up nine wickets in IPL 2020 at an economy rate of 8.77.
- IPL 2021 was his breakout season, as Arshdeep picked up 18 wickets from 12 games. His knack of nailing yorkers from his left-armer's angle made him a gun bowler at the death for Punjab. He also returned his career-best T20 figures of 5 for 32, against Rajasthan Royals, that season.
- Arshdeep was retained by Punjab Kings for INR 4 crore ahead of the IPL 2022 auction, and ended the season with ten wickets at an economy rate of 7.70. His performances earned him a spot in the India squad in the 2022 T20 World Cup too.
- He had another good season in 2023, taking 17 wickets, even though Arshdeep was more expensive than in earlier seasons, going at 9.69. He is a part of Punjab Kings in IPL 2024 too."
"Ashwin, R",https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,"R Ashwin player profile
R Ashwin took the tricks and skills he learned playing tennis-ball cricket on the streets of Chennai, particularly thesodukuball, a finger-flicked legbreak, to Test cricket, where he became perhaps the leading offspinner of the first quarter of the 21st century.
All through his career Ashwin has been a cricket nerd with a deep appreciation of the nuances of the game and an acute knowledge of his craft. And it was that sharp brain, along with the carrom ball, an equally good arm ball, and masterly control over his offbreaks that made him a quintessential limited-overs spinner early in his career. It was in Test cricket, though, that he became a force after he brought the full scope of his talents to bear on it.
His success was desperately needed by India in the time after Anil Kumble retired and Harbhajan Singh was on the wane. Ashwin took nine wickets in his maiden Test, in which he was Player of the Match. In his first 16 Tests he collected nine five-fors, and he went on to be the fastest to 300 wickets and the second fastest to 400, behind only Muthiah Muralidaran.
Among the highlights of Ashwin's Test career: 30 five-fors and counting, 90-odd wickets apiece against both Australia and England, and over 50 wickets a year four times. He reached his zenith in the 2016-17 home season, when he took 27 wickets in a three-Test series against New Zealand, 28 in five matches against England, six in a game against Bangladesh, and 21 against Australia in four Tests.
Ashwin was picked by Chennai Super Kings in the IPL in 2009, and was one of the rare players who came into the public's reckoning through the IPL and proved himself good enough to have great success in Test cricket. He spent six seasons at CSK, winning the title twice, bowling at the top and the death, and coming on when wickets were required. He was the Man of the Series in the 2010 Champions League in South Africa.
He was part of the winning squad in the 2011 World Cup, but got few chances in that tournament ahead of Harbhajan. In the 2015 tournament, he made up with 13 wickets from eight games in India's run to the semi-final. In T20Is his finest hour was the World Cup in 2014, when he took 4 for 11 against Australia, and 11 wickets in all in the tournament, where India lost in the final.
An opener with the bat before he took up offspin, Ashwin has been a more than handy lower-order batter, correct, possessed of shots, and with multiple Test hundreds to his name.
R Ashwin IPL factfile
- Offspinner R Ashwin has played for five IPL teams since his debut season in 2009, and his most recent franchise is Rajasthan Royals (RR), whom he has been playing for since 2022.
- With 171 wickets before the start of IPL 2024, Ashwin is among the top-five wicket-takers in IPL history.
- Ashwin began his IPL career at Chennai Super Kings (CSK), whom he represented from 2008 to 2015. In the 2011 IPL final between CSK and RCB, MS Dhoni gave Ashwin the new ball and he took the key wicket of Chris Gayle in the first over. Ashwin's 20 wickets in 2011 is his highest tally in an IPL season to date.
- After CSK were banned for two years following corruption charges, Ashwin played IPL 2016 for Rising Pune Supergiant and missed 2017 because of injury, before moving to Kings XI Punjab (KXIP, now Punjab Kings).
- Ashwin was captain of KXIP from 2018, and in 2019 his mankading (run-out of the non-striker backing-up) of RR batter Jos Buttler became a subject of heated debate.
- Ahead of IPL 2020, Ashwin was traded to Delhi Capitals, where he spent two seasons before moving to RR in 2022. At Royals, he was used up the order as a pinch-hitter and became the first batter to retire out tactically in an IPL game."
Avesh Khan,https://www.espncricinfo.com/cricketers/avesh-khan-694211,"A tall right-arm quick with a high arm action, Avesh Khan made his name through two Under-19 World Cups and graduated to the senior level after impressing with his variations, seam movement, and slower deliveries.
Avesh made his first-class debut for Madhya Pradesh (MP) a week before he turned 18, after being groomed by former India player Amay Khurasiya, his childhood coach. Khurasiya had spotted a 13-year-old Avesh at a Madhya Pradesh Cricket Association trial and, a few years later, the quick was opening the bowling for India Under-19s. His rise to the senior level continued when he got his first IPL deal in 2017, with RCB, and he topped the wicket-taking charts for MP in the 2018-19 Ranji Trophy with 35 wickets at 16.37, which included a seven-for against Hyderabad. It earned him an India A call-up in early 2019 and for the Duleep Trophy later in the year.
His breakthrough IPL campaign came in 2021 when Avesh claimed 24 wickets, second on the overall charts, in DC's run to the playoffs. That version of Avesh impressed in all phases of the game as he displayed improved pace and control and more yorkers in the death overs. He soon flew to England as one of the standbys for the WTC final and five Tests in England. Later in 2021, Avesh got his maiden India call-up after being among the net bowlers for the T20 World Cup, although the debut had to wait till 2022.
A week before his international debut, however, Avesh became a millionaire when LSG paid a whopping Rs 10 crore for him at the 2022 auction, making him the most expensive uncapped Indian in auction history at the time. His form continued in the following IPL, and an ODI debut came in the Caribbean, where he won India games in both white-ball formats.
But 2023 wasn't as kind to him. The wickets dried up and he leaked runs in the IPL before he worked on his fitness and his bowling with Anand Rajan, his close confidant, to return to the T20I and ODI sides at the end of 2023."
"Bharat, KS",https://www.espncricinfo.com/cricketers/srikar-bharat-529436,"KS Bharat did not keep wicket in a match until his last year in Under-19 cricket. From there, he had to compete with Wriddhiman Saha, an immaculate gloveman, and Rishabh Pant, a maverick batter, for a spot in India's Test side.
Bharat got his first India call-up in November 2019 but had to wait till February 2023 for his debut. That too came only because Pant was unavailable after his car accident. In between, he kept as a substitute - and took two catches and effected one stumping - when Saha had a stiff neck during the Kanpur Test against New Zealand in 2021.
Bharat's first five Tests were against Australia: four in the Border-Gavaskar Trophy at home and the other, the World Test Championship final at The Oval. He showed glimpses of brilliance behind the stumps but was not consistent. With the bat, he failed to convert his starts. As a result, he was dropped midway through the England series at home in early 2024.
In domestic cricket, Bharat was the first wicketkeeper-batter to score a triple-hundred in the Ranji Trophy. Opening for Andhra, he smashed 308 off 311 balls against Goa in Ongole in the 2014-15 season. That was also the first triple-hundred by an Andhra batter in first-class cricket.
A few days later, Delhi Daredevils bought him ahead of IPL 2015. But he did not get a game and was released after the season. His next IPL stint was in 2021, for Royal Challengers Bangalore. In the following three years, he was part of three different franchises - Delhi Capitals in 2022, Gujarat Titans in 2023, and Kolkata Knight Riders in 2024 - but barely got any opportunities."
"Bhatia,YH",https://www.espncricinfo.com/cricketers/yastika-bhatia-960715,No bio section found.
"Bumrah, JJ",https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,"Jasprit Bumrah player profile
Jasprit Bumrah grabbed eyeballs first with his unorthodox action, and then his bowling skills. Armed with an anomalous, sling-arm action and natural pace, the peculiar release point of Bumrah's deliveries makes it hard for batsmen to pick him.
Besides, like his Mumbai Indians team-mate, Lasith Malinga, Bumrah carved himself a reputation for possessing an uncanny ability to hit the blockhole. And, it was during his time in the IPL that he learned from the Sri Lankan to judiciously use the yorker.
A regular member of the India A team, Bumrah was on the fringes of national selection before a debilitating left knee injury at the end of 2014 kept him out for four-and-a-half months. He had to wait more than a year before earning another call-up, one which came on the back of a fruitful 2015-16 domestic season, where he was Gujarat's second-highest wicket-taker in the Ranji Trophy and topped the bowling charts in the Vijay Hazare Trophy - that included a five-for in the List-A final that gave Gujarat their maiden one-day title.
Those performances, and an untimely injury to Mohammed Shami, meant Bumrah took the flight to Australia, where he played a central role for India, finishing as the highest wicket-taker from either side as the visitors swept the T20Is 3-0. It was a showing that earned him the praise of MS Dhoni - who called him the find of the tour - as well as a place in India's squad for the 2016 World T20.ESPNcricinfo staff
Jasprit Bumrah IPL factfile
- Jasprit Bumrah is one of the key players in Mumbai Indians' (MI) rise to becoming five-time champions in the Indian Premier League (IPL). He is their second-highest wicket-taker after Lasith Malinga.
- Bumrah was spotted by MI after just one season of domestic T20 cricket and signed as an uncapped player ahead of IPL 2013. He played just two matches in his debut season and his first IPL wicket was that of Virat Kohli. His 100th IPL wicket, in IPL 2020, was also that of Kohli.
- Since 2014, Bumrah has been a key part of the MI bowling unit and has grown to become its undisputed leader. With his unique action and high pace, Bumrah possesses a bagful of variations and a lethally accurate yorker, and is a force in every stage of the game.
- Bumrah was MI's highest wicket-taker in three of their IPL title wins, taking 20 wickets in 2017, 19 in 2019, and 27 in 2020. He was also part of the squad when Mumbai won titles in 2013 and 2015, though he didn't play many games because he was new in 2013 and injured in 2015."
"Chetry,U",https://www.espncricinfo.com/cricketers/uma-chetry-960695,No bio section found.
"Deol,H",https://www.espncricinfo.com/cricketers/harleen-deol-960845,No bio section found.
"Deshpande, TU",https://www.espncricinfo.com/cricketers/tushar-deshpande-822553,"A stocky bowler from Mumbai known for his bristling pace, unpredictable variety and wicket-taking ability, Tushar Deshpande made his India debut in T20Is at 29 after toiling in the domestic circuit for nine years.
Deshpande came through by picking wickets in the Cooch Behar Trophy and started his first-class career with a bang, in 2016-17, when he bagged 19 wickets in his first five Ranji Trophy games and ended the season with a tally of 21 when Mumbai finished as runners-up. He was also handy with the white ball, proven by his tally of 15 in eight games when Mumbai lifted the 50-over Vijay Hazare Trophy in 2018-19. He was, however, on the fringes of the Mumbai set-up and got chances mainly when one of Shardul Thakur or Dhawal Kulkarni was unavailable. A no-ball problem also affected his consistency. He became a regular feature after the 2018-19 season when he was also picked for the Duleep Trophy and made his IPL debut in 2020 for Delhi Capitals (DC). After he blew hot and cold that season, he was picked up by Chennai Super Kings (CSK) in the mega auction in 2022, which gave him only two match opportunities.
He turned his IPL fortunes around in 2023 when he became CSK's go-to seamer after Dwayne Bravo retired and Deepak Chahar was injured. Deshpande also worked on his yorkers and death bowling that year and played all 16 games to emerge as their top wicket-taker, with 21, in their victorious campaign. He followed it with another 17 scalps in IPL 2024 while also playing a pivotal role Mumbai's Ranji Trophy-winning season with 15 wickets and his maiden-first class century, in five games.
He was soon promoted to the India A set-up and was handed his India debut in July 2024 in Zimbabwe."
